JSON_Name1,alcohol,chlorides,citricacid,density,fixedacidity,freesulfurdioxide,id,ph,quality,residualsugar,sulphates,totalsulfurdioxide,volatileacidity,winetype
5282,12.2,0.032,0.33,0.99182,7,42,5283,3.31,6,6.3,0.38,127,0.19,white
2400,9,0.08,0.18,0.9972,8.1,13,2401,3.3,6,1.9,0.59,35,0.545,red
6425,10.1,0.067,0.6,0.9981,11.5,12,6426,3.11,6,2,0.97,27,0.3,red
2407,11.3,0.091,0.07,0.99572,7,15,2408,3.38,6,2.5,0.6,21,0.69,red
5588,11.5,0.051,0.38,0.9928,8.1,18,5589,3.21,6,3.8,0.38,129,0.25,white
730,10.5,0.057,0.24,0.9928,7.2,17,731,3.16,5,1.4,0.35,117,0.31,white
3339,8.9,0.037,0.67,0.9966,7.5,53,3340,2.9,6,8.1,0.41,166,0.29,white
4432,9.2,0.048,0.44,0.99528,6.4,49,4433,3.15,5,7.1,0.48,179,0.28,white
3351,9.1,0.035,0.27,0.99602,6.2,46,3352,3.12,6,11,0.38,116,0.15,white
4802,12,0.042,0.36,0.9928,8,56,4803,3.29,6,4.6,0.47,178,0.32,white
3405,11.3,0.051,0.24,0.99036,6.2,31,3406,3.24,6,1.2,0.57,95,0.21,white
4678,11,0.034,0.41,0.9951,9.5,22,4679,3.06,6,2.3,0.52,145,0.42,white
5507,10.2,0.046,0.04,0.9934,5.9,21,5508,3.22,5,5.7,0.51,87,0.36,white
1785,11.2,0.04,0.26,0.99194,7.3,32,1786,3.27,6,1.5,0.48,172,0.22,white
3940,10.1,0.066,0.23,0.99588,7.3,35,3941,3.43,5,2.3,0.62,70,0.32,red
6084,10.1,0.048,0.24,0.9942,6.6,26,6085,3.37,6,1.7,0.6,124,0.25,white
5378,10.7,0.042,0.37,0.99581,7,36,5379,3.05,6,12.85,0.55,105,0.13,white
233,8.7,0.046,0.41,0.9998,7.1,39,234,3.32,5,17.8,0.39,145,0.24,white
2383,11.8,0.057,0,0.99488,6.5,11,2384,3.45,4,4.3,0.56,20,0.67,red
5024,11.5,0.034,0.49,0.9937,9,26,5025,2.99,5,6.9,0.34,91,0.31,white
4416,9.9,0.049,0.3,0.99654,6.8,32,4417,3.2,6,12.9,0.35,88,0.12,white
2568,10.4,0.078,0.02,0.99498,6.8,8,2569,3.35,6,2.1,0.62,15,0.65,red
3335,10.5,0.042,0.33,0.99198,7.4,47,3336,3.04,7,1.2,0.68,121,0.16,white
1791,11,0.049,0.34,0.99091,6.7,36,1792,3.02,6,1.4,0.5,112,0.21,white
5226,10.2,0.044,0.41,0.99742,6.8,79.5,5227,3.24,6,12.9,0.78,182,0.15,white
1035,12.6,0.032,0.32,0.98956,5,58,1036,3.45,7,4.5,0.31,178,0.27,white
3366,11,0.045,0.33,0.9914,8,71,3367,3.07,6,1.2,0.47,162,0.14,white
2654,10.2,0.04,0.38,0.9942,8.8,39,2655,3.16,6,1.8,0.67,148,0.17,white
154,8.8,0.043,0.33,0.9994,7,47,155,3.34,6,14.6,0.67,168,0.28,white
5057,10.9,0.033,0.23,0.9944,5.9,22,5058,3.38,6,7.9,0.59,130,0.21,white
4009,10.3,0.033,0.36,0.9969,7.9,43,4010,3.14,5,11.1,0.46,208,0.29,white
3327,9.8,0.089,0.14,0.9984,9,9,3328,3.39,5,2.6,0.63,23,0.82,red
2142,9.4,0.084,0.32,0.9984,9,21,2143,3.32,5,2.8,0.62,122,0.48,red
6297,11.8,0.064,0.01,0.99371,7.7,31,6298,3.41,6,2.1,0.57,43,0.715,red
3771,11,0.041,0.32,0.99235,6,40,3772,3.22,6,4.8,0.54,186,0.32,white
4441,10.1,0.059,0.24,0.99773,5.7,23,4442,3.3,5,17.8,0.5,124,0.26,white
2032,11.1,0.038,0.26,0.99125,6,32,2033,3.46,6,1.3,0.43,138,0.27,white
6175,10.2,0.046,0.38,0.9956,6.8,24,6176,3.33,6,8.1,0.59,155,0.25,white
3159,11.9,0.123,0.66,0.99642,11.3,3,3160,3.2,6,2.4,0.53,8,0.36,red
5180,12.4,0.032,0.34,0.9902,6.9,24,5181,3.14,7,2.7,0.38,121,0.23,white
2694,10.7,0.049,0.16,0.9917,5,10,2695,3.48,6,1.5,0.44,97,0.33,white
1401,11,0.062,0.02,0.99627,6.6,15,1402,3.54,6,2.4,0.6,23,0.855,red
4652,11.7,0.058,0.2,0.99322,6.9,8,4653,3.38,5,1.75,0.49,22,0.58,red
4157,11,0.025,0.29,0.9929,6.7,26,4158,3.28,6,5.8,0.53,74,0.26,white
2519,10.7,0.042,0.37,0.99581,7,36,2520,3.05,6,12.85,0.55,105,0.13,white
373,10.2,0.055,0.27,0.99534,6.1,74,374,3.16,6,9.8,0.4,134,0.23,white
4598,11.3,0.027,0.45,0.99054,6.5,43,4599,3.02,6,2.1,0.52,104,0.23,white
5483,9.1,0.041,0.42,0.9996,7.3,57,5484,3.29,7,14.2,0.75,182,0.25,white
2695,9,0.055,0.18,0.99591,6,50,2696,3.21,5,7,0.43,194,0.26,white
5688,9.5,0.05,0.21,0.99542,6.4,51,5689,3.23,5,8.2,0.48,182,0.26,white
2592,8.9,0.045,0.5,0.9974,6.7,38,2593,3.04,6,12.1,0.53,127,0.3,white
1800,9.5,0.049,0.3,0.99704,7,46,1801,3.2,7,13.3,0.36,120,0.15,white
3897,8.9,0.05,0.36,0.9986,7.3,35,3898,3.04,7,13.1,0.46,200,0.25,white
3860,12.1,0.032,0.32,0.98972,7,29,3861,3.23,6,1.1,0.36,80,0.16,white
392,11.5,0.031,0.27,0.99089,6.9,20,393,3.12,6,4.2,0.39,80,0.26,white
782,9.3,0.056,0.22,0.99715,7.8,44,783,3.08,6,9.5,0.61,213,0.29,white
6492,10.8,0.049,0.37,0.99226,7.1,28,6493,3.15,5,1.5,0.52,129,0.2,white
2435,10.5,0.071,0.36,0.9978,7.5,17,2436,3.35,5,6.1,0.8,102,0.5,red
6483,11.4,0.065,0.41,0.99492,7.5,34,6484,3.34,6,2.4,0.85,60,0.31,red
4563,9.7,0.051,0.19,0.996,7.1,53,4564,3.16,5,8.2,0.52,187,0.26,white
4132,10,0.043,0.39,0.9948,7.2,21,4133,3.52,5,1.8,0.47,159,0.15,white
2234,8.8,0.053,0.43,1.0008,8.8,60,2235,3.28,6,15,0.79,184,0.2,white
3755,8.9,0.047,0.32,0.9961,6.2,65,3756,3.17,5,8.8,0.47,224,0.27,white
3873,11.1,0.042,0.28,0.9914,6.4,33,3874,3.31,6,2.2,0.43,93,0.16,white
4766,9.3,0.042,0.36,0.9982,8.3,33,4767,3.23,6,10,0.51,169,0.3,white
1378,9.5,0.053,0.3,0.9965,7.1,36,1379,2.94,5,2.2,1.62,127,0.31,red
2774,9.4,0.043,0.33,0.9968,6.9,28,2775,3.2,5,10.1,0.52,152,0.41,white
1232,9.8,0.079,0.39,0.99729,9.8,28,1233,3.16,5,2.5,0.59,65,0.37,red
2702,8.8,0.049,0.31,0.9985,7.5,46,2703,3.08,5,13,0.53,217,0.24,white
1506,10,0.081,0.05,0.99814,9,26,1507,3.36,5,2.4,0.53,96,0.82,red
4882,9.6,0.089,0.49,1.0002,12.3,5,4883,3.19,5,2.2,0.44,14,0.5,red
3589,10.1,0.034,0.23,0.9942,6.8,71,3590,3.23,5,5.1,0.69,204,0.19,white
5668,11.8,0.035,0.27,0.99058,5.9,14,5669,3.1,7,5,0.33,97,0.27,white
2301,11.9,0.082,0,0.9936,6.6,5,2302,3.5,6,1.8,0.44,16,0.96,red
2881,9.7,0.039,0.24,0.9958,6.3,38,2882,3.49,6,7.2,0.64,172,0.26,white
5819,9.8,0.039,0.29,0.99564,7,41,5820,3.19,8,10.3,0.38,98,0.12,white
3117,9.3,0.067,0.34,0.99542,6.7,35,3118,3.11,6,6.6,0.48,156,0.33,white
6099,9.5,0.029,0.51,0.9965,7,55,6100,3.03,5,11,0.61,227,0.24,white
4344,8.9,0.033,0.43,0.9974,6.4,64,4345,3.08,5,12.6,0.38,230,0.26,white
726,9.9,0.034,0.49,0.9945,6.7,36,727,3.12,6,4.8,0.45,158,0.3,white
5498,13,0.032,0.29,0.98889,7.3,26,5499,2.96,8,1.8,0.35,74,0.41,white
2491,10,0.039,0.24,0.9948,7.1,60,2492,3.19,4,5.4,0.78,196,0.23,white
2723,9.4,0.044,0.16,0.99512,5.9,48,2724,3.21,5,7.9,0.36,197,0.29,white
5045,10.9,0.028,0.32,0.993,6.4,15,5046,3.13,8,7.2,0.55,83,0.22,white
5312,10.1,0.086,0.12,0.9958,6.7,12,5313,3.38,5,2,0.52,80,0.75,red
3406,9.5,0.085,0.04,0.9958,6.9,19,3407,3.35,5,1.5,0.78,49,0.5,red
6014,10.9,0.034,0.36,0.99184,5.9,19,6015,3.25,5,2.4,0.48,77,0.42,white
5501,11.1,0.088,0.21,0.99692,8.9,21,5502,3.33,6,2.2,0.83,39,0.5,red
4281,9.4,0.056,0.57,0.99548,6.7,60,4282,2.96,6,6.6,0.43,150,0.13,white
5294,11.9,0.038,0.4,0.992,7.3,32,5295,3.03,7,6.85,0.3,138,0.33,white
4283,11.4,0.056,0.01,0.99472,6.1,5,4284,3.52,5,2.1,0.56,13,0.59,red
694,12,0.04,0.38,0.99062,8.2,41,695,2.88,6,1.1,0.6,92,0.18,white
5281,9.5,0.048,0.28,0.99782,6.9,51,5282,3,7,13.55,0.6,189,0.36,white
4468,9,0.042,0.25,0.9929,6,8,4469,3.08,5,1.8,0.55,108,0.28,white
5878,11,0.074,0.46,0.99534,7.2,24,5879,3.4,7,2.1,0.85,44,0.36,red
6015,12.1,0.085,0.47,0.99736,11.1,9,6016,3.24,7,2.65,0.77,34,0.42,red
4585,10.03333333,0.091,0.4,0.99704,11.6,6,4586,3.07,6,1.4,0.65,28,0.475,red
2387,11.2,0.055,0.49,0.9917,7.4,18,2388,3.23,6,1.2,0.47,150,0.16,white
4862,9.7,0.038,0.32,0.9966,7.5,54,4863,3.04,6,9.2,0.56,191,0.23,white
1074,9.1,0.054,0.45,0.99869,6.7,30,1075,3.14,5,14.3,0.57,181,0.29,white
2286,10.5,0.06,0.31,0.9963,7.3,34,2287,3.72,6,1.7,0.69,110,0.205,white
4217,9.5,0.049,0.52,0.99551,6.5,35,4218,3.16,6,7.9,0.51,192,0.29,white
1298,11.4,0.034,0.31,0.99305,7.2,17,1299,3.15,7,6.3,0.52,103,0.19,white
3097,9.5,0.08,0.33,0.99655,7.8,24,3098,3.3,5,2.4,0.6,144,0.53,red
1273,10.6,0.031,0.32,0.9936,9.1,15,1274,3.03,5,1.1,0.41,151,0.27,white
4792,9.6,0.095,0,0.99854,8.1,5,4793,3.36,5,4.1,0.53,14,0.82,red
4067,9.7,0.075,0.25,0.99779,9,9,4068,3.23,5,2.8,0.57,104,0.58,red
2686,12.8,0.062,0.26,0.98974,8.2,26,2687,3.1,6,2.1,0.47,87,0.32,white
3482,11.2,0.043,0.44,0.9907,6.4,67,3483,3.14,7,1.2,0.73,150,0.15,white
3337,11.3,0.06,0.28,0.9935,7.2,41,3338,3.08,6,7.2,0.59,132,0.22,white
903,10.4,0.039,0.35,0.99212,7.1,24,904,2.97,5,1.4,0.68,128,0.14,white
706,8.8,0.046,0.66,0.9979,6,26,707,3.14,6,15.9,0.5,164,0.34,white
123,9.7,0.042,0.48,0.998,10.3,28,124,3.19,5,2.2,0.59,164,0.25,white
3455,9.5,0.069,0.32,0.99632,7.3,35,3456,3.33,5,2.2,0.51,104,0.69,red
3611,9.7,0.049,0.35,0.99516,6.5,10,3612,3.35,5,1.6,0.51,164,0.39,white
2730,11,0.031,0.18,0.9908,5.8,40,2731,3.42,7,1.2,0.4,114,0.26,white
3706,10.3,0.044,0.41,0.99293,7.5,11,3707,3.28,5,1.3,0.45,126,0.28,white
6348,8.5,0.169,0.38,0.99914,10,27,6349,3.15,5,1.6,0.65,90,0.38,red
3557,11.6,0.034,0.28,0.9921,6.3,45,3558,3.29,7,6.3,0.46,152,0.37,white
1634,10.5,0.087,0.32,0.9991,8.9,10,1635,3.38,7,5.6,0.77,47,0.4,red
754,12.4,0.033,0.42,0.9911,8.3,18,755,3.2,3,1.15,0.32,96,0.33,white
2792,10.5,0.038,0.27,0.9933,6.2,41,2793,3.49,7,1.7,0.71,150,0.21,white
2785,9.3,0.048,0.49,0.9929,7.2,11,2786,3.01,5,1.1,0.42,138,0.4,white
3723,12.7,0.025,0.34,0.98961,6,23,3724,3.36,6,1.3,0.37,111,0.23,white
156,12.7,0.027,0.33,0.98945,5.9,35,157,3.37,6,2.1,0.42,138,0.32,white
1739,11.3,0.033,0.49,0.9955,7.8,37,1740,3.14,6,13,0.35,158,0.43,white
3234,8.8,0.084,0.26,1.0011,7.5,33,3235,3.17,5,18.35,0.39,139,0.26,white
2125,12.2,0.035,0.34,0.9905,7,36,2126,3.18,6,3,0.43,102,0.24,white
5508,10.1,0.039,0.36,0.99229,6.7,43,5509,3.07,7,2.3,0.67,125,0.12,white
0,9.6,0.042,0.35,0.9978,6.5,55,1,3.23,6,15.4,0.5,195,0.28,white
4240,10,0.033,0.07,0.99208,6.6,55,4241,3.16,5,1.5,0.42,144,0.31,white
4805,9.2,0.055,0.24,0.99626,7.2,45,4806,3.2,5,8.5,0.52,151,0.4,white
3747,10.4,0.054,0.09,0.99724,6.4,34,3748,3.41,6,2.3,0.68,64,0.42,red
1215,11.3,0.045,0.32,0.99135,7.5,29,1216,3.08,7,2.4,0.6,100,0.22,white
1132,10.2,0.029,0.32,0.9948,6.4,34,1133,3.4,5,7.9,0.39,124,0.22,white
5627,12.6,0.068,0.4,0.99486,8.9,12,5628,3.27,7,2.2,0.75,28,0.38,red
3746,10.5,0.027,0.26,0.99148,5.9,23,3747,3.3,6,1.4,0.36,109,0.445,white
3496,8.9,0.047,0.24,0.99896,6,42,3497,3.1,6,17.8,0.45,111,0.28,white
4439,9.5,0.235,0.33,0.99787,6.9,66,4440,3.22,5,6.7,0.56,115,0.63,red
805,9.3,0.051,0.25,0.99946,6.2,28,806,3.13,6,18.4,0.62,182,0.35,white
2934,11.1,0.03,0.26,0.99106,6.9,11,2935,3.06,6,2.3,0.42,103,0.32,white
2281,11.1,0.041,0.25,0.99078,6,30,2282,3.27,6,2,0.56,95,0.2,white
3166,9.2,0.082,0.45,0.9988,11.3,6,3167,2.94,6,2,0.66,15,0.34,red
2733,9.1,0.035,0.34,0.99692,6.8,34,2734,3.33,5,7.5,0.43,177,0.28,white
199,10.5,0.07,0.42,0.9973,7.1,29,200,3.42,5,5.5,0.72,129,0.43,red
757,8.8,0.046,0.66,0.9979,6,26,758,3.14,6,15.9,0.5,164,0.34,white
5138,12.2,0.082,0.4,0.99538,7.6,6,5139,3.44,6,2.7,0.54,11,0.43,red
6145,9.2,0.048,0.37,0.9995,7.4,43,6146,3.03,6,16.95,0.42,190,0.2,white
1166,11.4,0.043,0.26,0.99234,6.4,28,1167,2.99,6,8.2,0.31,98,0.38,white
3416,9.5,0.085,0.44,0.99708,9.3,9,3417,3.28,5,1.9,0.55,22,0.43,red
2995,11.3,0.025,0.29,0.99159,6.7,37,2996,3.31,7,2.8,0.63,107,0.3,white
5408,9.4,0.043,0.37,0.99579,6.8,59,5409,3.2,6,7.45,0.5,188,0.24,white
2326,10.5,0.054,0.41,0.9948,7.1,24,2327,3.48,6,2.1,0.62,166,0.2,white
2973,13,0.03,0.25,0.99116,6.9,18,2974,3.09,6,7.5,0.38,117,0.27,white
1262,13.3,0.036,0.32,0.98936,6.2,44,1263,3.2,7,4,0.5,92,0.36,white
6223,9,0.055,0.25,0.99758,6.2,47,6224,3.3,5,12.5,0.51,134,0.24,white
4888,9.6,0.096,0.26,0.99738,9.3,5,4889,3.25,5,2,0.42,35,0.655,red
3680,12.1,0.028,0.36,0.9922,7,31,3681,3.35,8,7.1,0.47,104,0.23,white
3721,9.4,0.083,0.3,0.997,7.2,35,3722,3.44,5,2.1,0.52,72,0.41,red
4784,9.8,0.039,0.31,0.99795,6.6,46,4785,3.41,7,11.4,0.44,165,0.21,white
375,10.6,0.035,0.49,0.9928,8,42,376,3.26,7,1.5,0.4,120,0.14,white
5756,10.7,0.084,0.24,0.9972,8.1,5,5757,3.37,6,2.1,0.77,13,0.825,red
1468,11.1,0.05,0.41,0.99133,7.5,26,1469,3.19,5,1.2,0.52,131,0.2,white
1086,9.5,0.186,0.12,0.996,7.4,5,1087,3.39,5,1.6,0.54,21,0.67,red
3525,10.7,0.038,0.32,0.99449,6.4,38,3526,3.19,5,8.75,0.41,118,0.16,white
2456,9.8,0.074,0.25,0.9974,6.4,21,2457,3.57,6,1.9,0.62,49,0.37,red
6131,10.8,0.075,0.46,0.9976,10.4,6,6132,3.25,7,1.8,1.02,21,0.24,red
4952,11.1,0.078,0.24,0.99648,7.3,27,4953,3.6,6,2.5,0.59,67,0.43,red
2597,10.5,0.049,0.42,0.993,6.8,41,2598,3.47,8,1.7,0.48,122,0.26,white
1319,11.4,0.074,0.3,0.99419,7.4,17,1320,3.24,8,1.8,0.7,24,0.36,red
4948,12.1,0.034,0.23,0.98871,5.8,37,4949,2.96,6,1.5,0.34,121,0.3,white
3494,13,0.03,0.49,0.98926,6.7,28,3495,3.13,6,2.9,0.4,122,0.48,white
5772,12.4,0.034,0.31,0.98944,6.5,59,5773,3.16,6,1.3,0.54,145,0.26,white
2643,8.8,0.069,0.2,0.99908,6.2,33,2644,3.15,6,18.1,0.5,158,0.35,white
4554,11.1,0.03,0.25,0.9912,6.2,35,4555,3.3,7,1.4,0.44,105,0.25,white
2829,10.5,0.046,0.56,0.9923,7.1,25,2830,3.24,6,1.3,0.33,102,0.36,white
3789,9,0.058,0.38,0.9979,7.2,55,3790,3.09,6,14.3,0.44,194,0.23,white
3700,9,0.11,0.27,0.99672,6.6,20,3701,3.08,6,10.7,0.41,103,0.41,white
2865,9.8,0.074,0.21,0.998,8.5,41,2866,3.02,3,16.2,0.5,197,0.26,white
2148,11.9,0.037,0.3,0.99057,5.9,19,2149,3.47,7,1.5,0.42,78,0.48,white
3223,11.3,0.041,0.47,0.99184,7.5,95,3224,2.92,6,4.1,0.59,163,0.25,white
3513,12.5,0.037,0.3,0.98914,7.2,11,3514,2.96,6,1.2,0.36,95,0.24,white
4377,9.5,0.074,0.21,0.9968,8.2,5,4378,3.2,5,1.7,0.52,13,0.73,red
6314,12.2,0.036,0.34,0.99032,6.2,4,6315,3.4,5,1.9,0.44,117,0.235,white
219,11.2,0.059,0.45,0.9972,8.3,32,220,3.33,6,7.8,0.77,139,0.28,white
4514,10,0.07,0,0.99593,8.3,6,4515,3.25,6,1.4,0.64,14,0.53,red
3485,12.3,0.033,0.36,0.9906,7.2,37,3486,3.1,7,2,0.71,114,0.32,white
6003,11.2,0.045,0.51,0.99126,7.7,26,6004,3,6,2.6,0.5,159,0.26,white
2449,12.2,0.038,0.09,0.99022,4.4,52,2450,3.41,7,5.1,0.4,97,0.54,white
1860,8.8,0.056,0.23,0.9967,6.9,56,1861,3.17,5,8.6,0.44,215,0.29,white
3652,11.2,0.083,0,0.99437,6.3,17,3653,3.59,4,2,0.55,24,1.02,red
3212,10.8,0.039,0.34,0.9927,7,21,3213,3.32,5,1.4,0.62,177,0.15,white
3991,10.5,0.085,0.49,0.9994,11.4,10,3992,3.15,6,2.7,0.63,41,0.6,red
5982,9.2,0.052,0.39,0.99888,6.5,22,5983,3.11,6,17.3,0.47,126,0.24,white
2041,9.2,0.04,0.25,0.9971,6.9,28,2042,3.28,5,9.8,0.61,191,0.38,white
2138,9.2,0.046,0.25,0.99828,6.5,15,2139,3.15,6,17.3,0.42,110,0.23,white
3128,10.5,0.051,0.25,0.99382,7.3,41,3129,3.53,7,1.4,0.66,107,0.19,white
215,11.4,0.08,0.45,0.99774,10.4,6,216,3.22,6,2,0.76,13,0.52,red
3292,13.3,0.041,0.4,0.98916,6.6,35,3293,3.11,7,2.65,0.39,86,0.33,white
5879,9.4,0.065,0,0.9966,6.2,8,5880,3.56,5,1.6,0.84,18,0.58,red
2690,8.8,0.06,0.54,1.00182,9.2,46,2691,3.08,6,17.3,0.61,235,0.34,white
3186,9.3,0.053,0.56,0.9981,6.6,32,3187,3.11,5,15.4,0.49,141,0.26,white
5062,9.95,0.078,0.02,0.996,6.7,6,5063,3.55,3,1.8,0.63,12,0.76,red
3972,11.5,0.051,0.34,0.9944,7.2,6,3973,3.13,6,12.4,0.39,37,0.35,white
2350,10.6,0.038,0.49,0.9952,8.2,52,2351,3.02,6,9.3,0.33,163,0.24,white
2553,10.8,0.04,0.26,0.99238,7.3,36,2554,3.34,6,1.6,0.44,123,0.2,white
2697,9,0.044,0.58,0.9978,6.1,42,2698,3.15,5,15,0.51,115,0.36,white
720,9.7,0.078,0.04,0.998,9.1,4,721,3.29,4,1.6,0.54,14,0.765,red
5443,11,0.074,0.46,0.99534,7.2,24,5444,3.4,7,2.1,0.85,44,0.36,red
1290,11,0.042,0.78,0.99435,7,21,1291,3.01,6,9.9,0.55,251,0.33,white
2941,10.7,0.04,0.31,0.99672,6.4,57,2942,3.21,5,13.9,0.38,135,0.22,white
5119,12.1,0.036,0.28,0.99206,6.6,10,5120,3.07,6,9.2,0.35,92,0.39,white
2177,10.7,0.051,0.27,0.9941,5.9,43,2178,3.25,6,9,0.53,136,0.27,white
1656,9.2,0.078,0.63,0.9988,6.7,81,1657,3.08,5,13.4,0.44,238,0.5,white
1607,9.2,0.048,0.49,0.9929,5.8,21,1608,3.19,5,1.1,0.48,98,0.15,white
5063,10,0.057,0.33,0.99693,7.3,48,5064,3.1,6,11.8,0.55,127,0.26,white
5648,9.1,0.054,0.46,0.9941,8.6,9,5649,2.95,6,1,0.49,72,0.23,white
3489,10.8,0.086,0.14,0.9975,7.8,3,3490,3.42,6,2.4,0.6,15,0.6,red
1627,9,0.051,0.28,0.99792,7,29,1628,2.96,7,14.7,0.39,149,0.15,white
2844,10,0.052,0.41,0.9951,6.6,16,2845,3.42,6,1.3,0.47,142,0.27,white
3651,11,0.07,0.53,0.9972,10.7,5,3652,3.15,8,2.6,0.65,16,0.35,red
1822,9.6,0.057,0.42,0.9955,6.7,25,1823,3.16,5,6.4,0.45,148,0.31,white
5388,13.6,0.04,0.3,0.99021,7.1,49,5389,3.17,6,6.2,0.27,139,0.37,white
5702,10.4,0.089,0.07,0.9953,6.8,11,5703,3.47,6,2.1,0.55,44,0.63,red
4788,12,0.026,0.36,0.99152,7.7,15,4789,3.11,5,4.3,0.48,87,0.31,white
6291,12.5,0.072,0.63,0.9968,10.2,10,6292,3.16,7,2.9,0.78,26,0.49,red
5739,10.8,0.048,0.49,0.9946,6.4,54,5740,3.56,6,5.4,0.44,164,0.145,white
6179,9.7,0.048,0.25,0.9975,6.7,79,6180,3.12,5,14.3,0.37,149,0.18,white
385,10.3,0.114,0.54,0.99719,7.2,3,386,3.33,4,2.1,0.57,9,0.58,red
4824,8.7,0.045,0.67,0.9975,7.1,49,4825,3.16,5,10.5,0.44,155,0.37,white
803,9.7,0.08,0.01,0.99683,6.9,40,804,3.4,5,1.9,0.73,54,0.58,red
869,10.2,0.051,0.23,0.994,6.4,50,870,3.15,5,6,0.52,162,0.28,white
275,10.2,0.042,0.44,0.993,6.6,47,276,3.32,6,1.6,0.51,140,0.14,white
579,12.9,0.029,0.29,0.98944,8,52,580,3.03,6,2.4,0.33,119,0.17,white
5087,12.75,0.026,0.3,0.98963,5.8,36,5088,3.26,6,3.9,0.58,105,0.28,white
3695,9.2,0.103,0.25,0.9957,5.2,13,3696,3.38,5,1.8,0.55,50,0.32,red
3609,10,0.093,0.08,0.9956,7,10,3610,3.4,5,2,0.47,19,0.78,red
2514,9.8,0.114,0.14,0.99732,6.5,9,2515,3.66,5,2.4,0.65,37,0.46,red
4053,12.1,0.026,0.39,0.99286,6.8,34,4054,3.18,6,9.6,0.35,124,0.32,white
4246,11.8,0.075,0.65,0.99565,10.2,6,4247,3.22,6,2.4,0.63,17,0.29,red
5781,11.5,0.034,0.35,0.9947,6.9,42,5782,3.21,6,9.2,0.36,150,0.25,white
3255,10.8,0.029,0.31,0.99326,6.9,41,3256,3.08,6,6.3,0.49,131,0.22,white
4349,10.4,0.052,0.29,0.99544,6.8,51,4350,3.02,6,11.9,0.58,149,0.28,white
3474,10.8,0.077,0.02,0.99557,7.5,11,3475,3.36,6,2.6,0.62,35,0.57,red
2563,9.2,0.045,0.31,0.9986,7.4,39,2564,3.1,6,14.5,0.5,193,0.19,white
5568,10.8,0.026,0.56,0.9906,5,24,5569,3.48,7,1.5,0.39,115,0.17,white
2589,11.6,0.042,0.28,0.98998,6.3,38,2590,3.14,7,2.4,0.37,102,0.22,white
4822,11.5,0.05,0.34,0.9937,7.7,36,4823,3.19,6,6.4,0.7,163,0.26,white
1782,10.8,0.034,0.31,0.9938,7.9,37,1783,3.06,5,7.35,0.31,154,0.29,white
897,8.8,0.048,0.5,0.99904,6.5,36,898,3.02,6,16.4,0.49,182,0.22,white
3019,11.5,0.035,0.34,0.9928,7,32,3020,3.19,6,5.7,0.46,83,0.2,white
524,9.7,0.056,0.34,0.9946,8.9,14,525,3.13,5,1.4,0.47,171,0.33,white
1767,9.6,0.057,0.3,0.9978,6.9,50,1768,3.39,6,9.6,0.38,185,0.16,white
1343,11.05,0.046,0.32,0.99043,6.3,18,1344,2.92,6,2.8,0.47,80,0.19,white
4777,11.3,0.055,0.35,0.99394,8.8,13,4778,3.14,7,1.7,0.59,27,0.24,red
2378,12.6,0.034,0.39,0.991,7.8,62,2379,3.09,8,1.8,0.75,180,0.21,white
3813,10.6,0.041,0.45,0.9927,7.5,67,3814,3.01,6,4.6,0.38,158,0.18,white
3312,12.5,0.029,0.35,0.99092,5.4,26,3313,3.29,7,6.5,0.44,87,0.22,white
3336,13.4,0.047,0.33,0.98988,6.8,16,3337,3.23,7,3.95,0.53,81,0.475,white
2297,10,0.04,0.21,0.9941,5.8,50,2298,3.29,5,6.6,0.62,167,0.34,white
283,9.6,0.093,0.34,0.9938,6.4,43,284,3.25,6,1.5,0.49,136,0.17,white
6443,11.4,0.044,0.38,0.99176,6.2,12,6444,3.3,5,1.6,0.73,113,0.23,white
4030,11.4,0.046,0.28,0.9921,6.7,40,4031,3.38,7,2.5,0.51,153,0.16,white
6092,11.3,0.103,0.01,0.99586,6.3,32,6093,3.51,6,3.7,0.66,54,0.68,red
5944,12.9,0.07,0.32,0.99418,7.3,51,5945,3.34,6,2.1,0.82,70,0.52,red
1617,13,0.038,0.22,0.99018,6.6,17,1618,3.25,7,4,0.53,98,0.39,white
1341,9.5,0.084,0.33,0.9968,7.9,15,1342,3.2,5,2,0.55,143,0.5,red
4839,10.7,0.035,0.29,0.99142,6.4,44,4840,3.17,7,1.1,0.55,140,0.105,white
3662,10.6,0.094,0.49,0.9986,11.1,16,3663,3.12,7,2.7,1.02,47,0.31,red
3824,9.3,0.079,0.18,0.9968,6.8,18,3825,3.59,6,1.9,0.57,86,0.6,red
5595,10.1,0.029,0.29,0.9932,7.7,10,5596,3.35,5,1.3,0.39,64,0.15,white
2084,12.2,0.04,0.3,0.99173,7,40,2085,3.33,7,5,0.42,143,0.36,white
2202,9,0.04,0.42,0.9994,7.3,49,2203,3.28,7,14.4,0.82,173,0.28,white
1393,8.9,0.044,0.2,0.99862,5.7,41,1394,3.22,6,16,0.46,113,0.22,white
1874,9,0.058,0.39,0.99755,7.1,26,1875,2.9,6,13.7,0.46,172,0.23,white
382,12.4,0.03,0.28,0.99,6.8,29,383,3.23,7,4,0.46,79,0.37,white
1183,10.9,0.025,0.35,0.99244,7.4,10,1184,2.79,5,6.1,0.52,40,0.2,white
5075,9.4,0.079,0.65,0.99307,5.7,17,5076,3.2,5,1.2,0.42,137,0.255,white
